ticker,count,Company,from_date,to_date,stock
NOK,47,Nokia Corporation Sponsored American Depositary Shares,2012-10-18,2023-04-20,NYSE
IR,47,Ingersoll,2012-10-19,2023-05-04,NYSE
EMN,47,Eastman Chemical Company Common Stock,2012-10-26,2023-04-28,NYSE
CZR,47,"Caesars Entertainment, Inc. - Common Stock",2012-10-31,2023-05-02,NASDAQ
AXS,47,Axis Capital Holdings Limited Common Stock,2013-02-05,2023-04-27,NYSE
SFE,47,"Safeguard Scientifics, Inc. - Common stock",2012-10-25,2023-05-06,NYSE
EW,47,Edwards Lifesciences Corporation Common Stock,2012-10-19,2023-04-26,NYSE
PPG,47,"PPG Industries, Inc. Common Stock",2012-10-18,2023-04-21,NYSE
CHE,47,Chemed Corp,2013-02-19,2023-04-29,NYSE
DFS,47,Discover Financial Services Common Stock,2012-12-20,2023-04-20,NYSE
THG,47,Hanover Insurance Group Inc,2012-11-01,2023-05-03,NYSE
MCHP,47,Microchip Technology Incorporated - Common Stock,2012-11-08,2023-05-04,NASDAQ
CVE,47,Cenovus Energy Inc Common Stock,2012-10-25,2023-04-26,NYSE
GOLD,47,GOLD,2012-11-07,2023-05-03,NASDAQ
TRP,47,TransCanada Corporation Common Stock,2012-10-30,2023-04-28,NYSE
LPLA,47,LPL Financial Holdings Inc. - Common Stock,2012-10-31,2023-04-28,NASDAQ
NS,47,Nustar Energy L.P.  Common Units,2012-10-25,2023-05-04,NYSE
VTR,47,"Ventas, Inc. Common Stock",2012-10-26,2023-06-06,NYSE
WU,47,Western Union Company (The) Common Stock,2012-10-30,2023-02-07,NYSE
OMC,47,Omnicom Group Inc. Common Stock,2013-02-12,2023-04-18,NYSE
FNF,47,"FNF Group of Fidelity National Financial, Inc. Common Stock",2012-11-06,2023-05-04,NYSE
DXCM,47,"DexCom, Inc. - Common Stock",2013-02-21,2023-04-27,NASDAQ
AZO,47,"AutoZone, Inc. Common Stock",2012-12-04,2023-05-23,NYSE
TJX,47,"TJX Companies, Inc. (The) Common Stock",2012-11-13,2023-05-17,NYSE
SJM,47,J.M. Smucker Company (The) New Common Stock,2012-11-16,2023-06-06,NYSE
CDNS,47,"Cadence Design Systems, Inc. - Common Stock",2012-10-24,2023-04-24,NASDAQ
INFN,47,Infinera Corporation - Common Stock,2012-10-24,2023-05-03,NASDAQ
CNI,47,Canadian National Railway Company Common Stock,2012-10-22,2023-04-24,NYSE
ZION,47,Zions Bancorporation N.A. - Common Stock,2012-10-23,2023-04-19,NASDAQ
VLO,47,Valero Energy Corporation Common Stock,2012-10-30,2023-04-27,NYSE
NUVA,46,"NuVasive, Inc. - Common Stock",2012-10-24,2023-05-10,NASDAQ
GTN,46,"Gray Communications Systems, Inc. Common Stock",2012-10-31,2023-05-05,NYSE
TRIP,46,"TripAdvisor, Inc. - Common Stock",2012-11-01,2023-05-04,NASDAQ
DCI,46,"Donaldson Company, Inc. Common Stock",2012-11-21,2023-05-31,NYSE
NSC,46,Norfolk Southern Corporation Common Stock,2012-10-23,2023-04-26,NYSE
KGC,46,Kinross Gold Corporation Common Stock,2012-11-08,2023-05-10,NYSE
LKQ,46,LKQ Corporation - Common Stock,2012-10-25,2023-04-27,NASDAQ
IP,46,International Paper Company Common Stock,2012-10-25,2023-04-27,NYSE
ABB,46,ABB Ltd Common Stock,2012-10-25,2023-02-02,NYSE
NATI,46,National Instruments Corporation - Common Stock,2012-10-25,2023-01-31,NASDAQ
AWK,46,"American Water Works Company, Inc. Common Stock",2012-11-08,2023-04-27,NYSE
MCO,46,Moody's Corporation Common Stock,2012-10-26,2023-04-25,NYSE
TRI,46,Thomson Reuters Corp Ordinary Shares,2012-11-02,2023-05-02,NYSE
FE,46,FirstEnergy Corporation Common Stock,2012-11-08,2023-04-28,NYSE
K,46,Kellogg Company Common Stock,2012-11-01,2023-05-04,NYSE
COST,46,Costco Wholesale Corporation - Common Stock,2012-12-12,2023-05-25,NASDAQ
TGT,46,Target Corporation Common Stock,2012-11-15,2023-05-17,NYSE
FLT,46,"FleetCor Technologies, Inc. Common Stock",2012-11-08,2023-05-04,NYSE
URBN,46,"Urban Outfitters, Inc. - Common Stock",2012-11-19,2023-05-23,NASDAQ
GDOT,46,"Green Dot Corporation Class A Common Stock, $0.001 par value",2012-11-01,2023-05-05,NYSE
ENS,46,Enersys Common Stock,2012-11-06,2023-05-25,NYSE
FLEX,46,Flex Ltd. - Ordinary Shares,2012-10-18,2023-05-10,NASDAQ
MTW,46,"Manitowoc Company, Inc. (The) Common Stock",2012-11-05,2023-05-03,NYSE
HBI,46,Hanesbrands Inc. Common Stock,2012-10-23,2023-05-03,NYSE
CPB,46,Campbell Soup Company Common Stock,2012-11-20,2023-06-08,NYSE
HAS,46,"Hasbro, Inc. - Common Stock",2012-10-22,2023-04-27,NASDAQ
CLW,46,Clearwater Paper Corporation Common Stock,2013-02-20,2023-05-02,NYSE
NKTR,46,Nektar Therapeutics - Common Stock,2012-11-12,2023-05-09,NASDAQ
HTGC,46,"Hercules Technology Growth Capital, Inc. Common Stock",2012-11-02,2023-05-04,NYSE
BIP,46,Brookfield Infrastructure Partners LP Limited Partnership Units,2012-11-07,2023-05-03,NYSE
LH,46,Laboratory Corporation of America Holdings Common Stock,2012-10-18,2023-04-25,NYSE
PTEN,46,"Patterson-UTI Energy, Inc. - Common Stock",2012-10-25,2023-04-27,NASDAQ
OI,46,Owens,2012-10-25,2023-04-26,NYSE
MAS,46,Masco Corporation Common Stock,2012-10-30,2023-04-26,NYSE
PHM,46,"PulteGroup, Inc. Common Stock",2012-10-25,2023-04-25,NYSE
LRN,46,K12 Inc Common Stock,2012-10-17,2023-04-25,NYSE
EXPE,46,"Expedia Group, Inc. - Common Stock",2012-10-25,2023-05-04,NASDAQ
OSUR,46,"OraSure Technologies, Inc. - Common Stock",2012-11-07,2023-05-10,NASDAQ
HOLX,46,"Hologic, Inc. - Common Stock",2012-11-12,2023-05-01,NASDAQ
SRE,46,Sempra Energy Common Stock,2012-11-06,2023-05-04,NYSE
KEX,46,Kirby Corporation Common Stock,2012-10-26,2023-04-27,NYSE
DX,46,"Dynex Capital, Inc. Common Stock",2012-11-02,2023-04-24,NYSE
RSG,46,"Republic Services, Inc. Common Stock",2012-11-01,2023-04-27,NYSE
CM,46,Canadian Imperial Bank of Commerce Common Stock,2012-12-06,2023-05-25,NYSE
ALL,46,Allstate Corporation (The) Common Stock,2012-11-01,2023-05-04,NYSE
MAC,46,Macerich Company (The) Common Stock,2012-10-31,2023-05-04,NYSE
IT,46,"Gartner, Inc. Common Stock",2012-11-02,2023-05-02,NYSE
FLO,46,"Flowers Foods, Inc. Common Stock",2012-11-09,2023-05-19,NYSE
AFG,46,"American Financial Group, Inc. Common Stock",2012-10-30,2023-05-03,NYSE
CME,46,CME Group Inc. - Class A Common Stock,2012-10-25,2023-04-26,NASDAQ
AMP,46,"Ameriprise Financial, Inc. Common Stock",2012-10-25,2023-04-25,NYSE
MFA,46,"MFA Financial, Inc.",2012-11-06,2023-05-04,NYSE
WCC,46,"WESCO International, Inc. Common Stock",2012-10-18,2023-05-04,NYSE
AMBA,46,"Ambarella, Inc. - Ordinary Shares",2012-12-05,2023-05-30,NASDAQ
B,46,"Barnes Group, Inc. Common Stock",2012-10-26,2023-04-27,NYSE
TSN,46,"Tyson Foods, Inc. Common Stock",2012-11-19,2023-05-08,NYSE
PFG,46,Principal Financial Group Inc - Common Stock,2012-10-26,2023-04-28,NYSE
LOGI,46,Logitech International S.A. - Registered Shares,2012-10-25,2023-05-02,NASDAQ
ETN,46,"Eaton Corporation, PLC Ordinary Shares",2012-10-31,2023-05-02,NYSE
EMR,46,Emerson Electric Company Common Stock,2012-11-06,2023-05-03,NYSE
BK,46,Bank of New York Mellon Corporation (The) Common Stock,2012-10-17,2023-04-18,NYSE
PII,46,Polaris Industries Inc. Common Stock,2012-10-18,2023-04-25,NYSE
CYH,46,"Community Health Systems, Inc. Common Stock",2012-10-31,2023-05-02,NYSE
DIOD,46,Diodes Incorporated - Common Stock,2012-11-10,2023-05-09,NASDAQ
MAT,46,"Mattel, Inc. - Common Stock",2013-02-01,2023-04-26,NASDAQ
SLG,46,SL Green Realty Corporation Common Stock,2012-10-25,2023-04-20,NYSE
EGHT,46,8x8 Inc - Common stock,2012-10-24,2023-05-11,NASDAQ
RDWR,46,Radware Ltd. - Ordinary Shares,2012-10-26,2023-05-07,NASDAQ
XEL,46,Xcel Energy Inc. - Common Stock,2012-10-25,2023-04-27,NYSE
THC,46,Tenet Healthcare Corporation Common Stock,2012-11-07,2023-04-25,NYSE
CLMT,46,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",2012-10-31,2023-05-05,NASDAQ
SIX,46,Six Flags Entertainment Corporation New Common Stock,2012-10-24,2023-05-08,NYSE
ICUI,46,"ICU Medical, Inc. - Common Stock",2013-02-04,2023-05-09,NASDAQ
BWA,46,BorgWarner Inc. Common Stock,2012-10-31,2023-05-04,NYSE
III,46,"Information Services Group, Inc. - Common Stock",2013-05-14,2023-05-09,NASDAQ
CP,46,Canadian Pacific Railway Limited Common Stock,2012-10-24,2023-04-26,NYSE
CAG,46,"ConAgra Foods, Inc. Common Stock",2012-12-20,2023-04-05,NYSE
CHRW,46,"C.H. Robinson Worldwide, Inc. - Common Stock",2012-10-23,2023-04-26,NASDAQ
SHOO,46,"Steven Madden, Ltd. - Common Stock",2012-11-01,2023-05-13,NASDAQ
PEB,46,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,2012-10-26,2023-04-28,NYSE
APEI,46,"American Public Education, Inc. - Common Stock",2012-11-08,2023-05-13,NASDAQ
PEG,46,Public Service Enterprise Group Incorporated Common Stock,2012-11-01,2023-05-02,NYSE
FICO,46,Fair Isaac Corproation Common Stock,2012-11-01,2023-04-27,NYSE
EPR,46,EPR Properties Common Stock,2012-10-30,2023-06-08,NYSE
XYL,46,Xylem Inc. Common Stock New,2012-11-01,2023-05-04,NYSE
BG,46,Bunge Limited Bunge Limited,2012-10-25,2023-05-03,NYSE
CR,45,Crane Company Common Stock,2012-10-23,2023-05-11,NYSE
AZPN,45,"Aspen Technology, Inc. - Common Stock",2013-01-29,2023-04-26,NASDAQ
EXK,45,Endeavour Silver Corporation Ordinary Shares (Canada),2012-11-07,2023-05-10,NYSE
NWL,45,Newell Brands Inc. - Common Stock,2012-10-26,2023-04-28,NYSE
AVT,45,"Avnet, Inc. - Common Stock",2012-10-25,2023-05-03,NYSE
SSP,45,E.W. Scripps Company (The) - Class A Common Stock,2013-02-26,2023-05-05,NYSE
DAN,45,Dana Holding Corporation Common Stock When,2012-10-26,2023-04-28,NYSE
CACI,45,"CACI International, Inc. Class A Common Stock",2012-11-01,2023-04-27,NYSE
JACK,45,Jack In The Box Inc. - Common Stock,2012-11-20,2023-05-17,NASDAQ
RDN,45,Radian Group Inc. Common Stock,2012-11-01,2023-05-04,NYSE
XPO,45,"XPO Logistics, Inc.",2012-11-06,2023-05-04,NYSE
WRB,45,W.R. Berkley Corporation Common Stock,2012-10-23,2023-04-20,NYSE
ACTG,45,Acacia Research Corporation - Common Stock,2012-10-19,2023-05-11,NASDAQ
RMD,45,ResMed Inc. Common Stock,2012-10-25,2023-04-27,NYSE
SANM,45,Sanmina Corporation - Common Stock,2012-10-31,2023-05-11,NASDAQ
AXL,45,"American Axle & Manufacturing Holdings, Inc. Common Stock",2012-10-26,2023-05-05,NYSE
GERN,45,Geron Corporation - Common Stock,2012-10-30,2023-05-11,NASDAQ
VFC,45,V.F. Corporation Common Stock,2012-10-22,2023-05-23,NYSE
PPL,45,PP&L Corporation Common Stock,2012-11-08,2023-05-04,NYSE
PLD,45,"ProLogis, Inc. Common Stock",2012-10-23,2023-04-18,NYSE
ONB,45,Old National Bancorp - Common Stock,2013-01-28,2023-04-25,NASDAQ
UNFI,45,UNFI,2013-02-26,2023-06-08,NASDAQ
DOV,45,Dover Corporation Common Stock,2012-10-17,2023-04-26,NYSE
WBS,45,Webster Financial Corporation Common Stock,2013-01-18,2023-04-20,NYSE
SNV,45,Synovus Financial Corp. Common Stock,2012-10-23,2023-04-20,NYSE
PDM,45,"Piedmont Office Realty Trust, Inc. Class A Common Stock",2012-11-01,2023-05-02,NYSE
SM,45,SM Energy Company Common Stock,2012-11-01,2023-04-28,NYSE
MDU,45,"MDU Resources Group, Inc. Common Stock",2012-11-01,2023-05-04,NYSE
MGA,45,"Magna International, Inc. Common Stock",2012-11-08,2023-05-05,NYSE
EQT,45,EQT Corporation Common Stock,2012-10-25,2023-04-27,NYSE
PCH,45,PotlatchDeltic Corporation - Common Stock,2012-10-22,2023-04-25,NASDAQ
PODD,45,Insulet Corporation - Common Stock,2013-02-28,2023-05-04,NASDAQ
DHI,45,"D.R. Horton, Inc. Common Stock",2012-11-12,2023-04-20,NYSE
EFX,45,"Equifax, Inc. Common Stock",2012-10-25,2023-04-20,NYSE
SAH,45,"Sonic Automotive, Inc. Common Stock",2012-10-23,2023-04-27,NYSE
HNI,45,HNI Corporation Common Stock,2012-10-18,2023-05-08,NYSE
BGS,45,"B&G Foods, Inc. B&G Foods, Inc. Common Stock",2012-10-18,2023-05-05,NYSE
NTRS,45,Northern Trust Corporation - Common Stock,2012-10-17,2023-04-25,NASDAQ
KIM,45,Kimco Realty Corporation Common Stock,2012-10-31,2023-04-27,NYSE
PH,45,Parker,2012-10-19,2023-05-04,NYSE
MD,45,"Mednax, Inc. Common Stock",2012-11-01,2023-05-02,NYSE
BASFY,45,BASFY,2012-10-25,2023-04-27,OTC
ETR,45,Entergy Corporation Common Stock,2012-11-05,2023-04-26,NYSE
GLT,45,Glatfelter Common Stock,2013-02-07,2023-05-05,NYSE
NEU,45,NewMarket Corp Common Stock,2012-10-26,2023-04-30,NYSE
MGM,45,MGM Resorts International Common Stock,2012-10-31,2023-05-01,NYSE
LAMR,45,Lamar Advertising Company - Class A Common Stock,2012-11-07,2023-05-04,NASDAQ
INT,45,World Fuel Services Corporation Common Stock,2012-11-02,2023-04-27,NYSE
CCOI,45,"Cogent Communications Holdings, Inc. - Common Stock",2013-02-21,2023-05-06,NASDAQ
ROK,45,"Rockwell Automation, Inc. Common Stock",2012-11-05,2023-04-27,NYSE
CLVS,45,CLVS,2013-03-01,2022-08-08,
SNX,45,Synnex Corporation Common Stock,2013-01-11,2023-03-28,NYSE
AAP,45,Advance Auto Parts Inc Advance Auto Parts Inc W/I,2012-11-08,2023-05-31,NYSE
SPPI,45,"Spectrum Pharmaceuticals, Inc. - Common Stock",2012-11-07,2023-03-22,NASDAQ
KSS,45,Kohl's Corporation Common Stock,2012-11-08,2023-05-24,NYSE
RNR,45,RenaissanceRe Holdings Ltd. Common Stock,2012-11-02,2023-05-07,NYSE
TKR,45,Timken Company (The) Common Stock,2012-10-25,2023-05-03,NYSE
DOW,45,Dow Chemical Company (The) Common Stock,2012-10-24,2023-05-31,NYSE
MTZ,45,"MasTec, Inc. Common Stock",2012-11-02,2023-05-05,NYSE
OMI,45,"Owens & Minor, Inc. Common Stock",2012-10-30,2023-05-05,NYSE
SSTK,45,"Shutterstock, Inc. Common Stock",2012-11-17,2023-04-25,NYSE
FAF,45,First American Corporation (New) Common Stock,2012-10-25,2023-04-27,NYSE
LQDT,45,"Liquidity Services, Inc. - Common Stock",2012-11-29,2023-05-05,NASDAQ
CDE,45,"Coeur Mining, Inc. Common Stock",2012-11-06,2023-05-11,NYSE
AZN,45,AstraZeneca PLC - American Depositary Shares,2012-10-25,2023-06-06,NYSE
SNA,45,Snap,2012-10-18,2023-04-20,NYSE
EAT,45,"Brinker International, Inc. Common Stock",2012-10-24,2023-05-03,NYSE
WHR,45,Whirlpool Corporation Common Stock,2012-10-23,2023-04-25,NYSE
TSCO,45,Tractor Supply Company - Common Stock,2012-10-25,2023-04-27,NASDAQ
FTI,45,"FMC Technologies, Inc. Common Stock",2012-10-24,2023-04-27,NYSE
BXP,45,"Boston Properties, Inc. Common Stock",2012-10-24,2023-04-26,NYSE
SPR,45,"Spirit Aerosystems Holdings, Inc. Common Stock",2012-11-01,2023-05-03,NYSE
TPX,45,"Tempur Sealy International, Inc. Common Stock",2012-10-23,2023-05-09,NYSE
STKL,45,"SunOpta, Inc. - Common Stock",2012-11-08,2023-05-10,NASDAQ
NOG,45,NOG,2012-11-08,2023-05-05,NYSE
ALK,45,"Alaska Air Group, Inc. Common Stock",2012-10-25,2023-04-20,NYSE
FEYE,45,FEYE,2014-08-06,2021-09-09,
CODI,45,Compass Diversified Holdings Shares of Beneficial Interest,2012-11-08,2023-05-03,NYSE
ALEX,45,"Alexander & Baldwin, Inc. Common Stock",2013-02-19,2023-05-07,NYSE
IPI,45,"Intrepid Potash, Inc Common Stock",2012-11-01,2023-05-04,NYSE
FMC,45,FMC Corporation Common Stock,2013-02-07,2023-05-02,NYSE
SRDX,45,"Surmodics, Inc. - Common Stock",2012-11-06,2023-04-26,NASDAQ
ANDE,45,"The Andersons, Inc. - Common Stock",2012-10-31,2023-05-03,NASDAQ
ATRC,45,"AtriCure, Inc. - Common Stock",2012-11-01,2023-05-02,NASDAQ
CRUS,45,"Cirrus Logic, Inc. - Common Stock",2012-10-31,2023-05-04,NASDAQ
HSIC,45,"Henry Schein, Inc. - Common Stock",2012-11-07,2023-05-09,NASDAQ
AEE,45,Ameren Corporation Common Stock,2012-11-09,2023-05-05,NYSE
TTMI,45,"TTM Technologies, Inc. - Common Stock",2012-11-01,2023-05-06,NASDAQ
HLF,45,Herbalife Ltd. Common Stock,2012-10-30,2023-05-02,NYSE
EIX,45,Edison International Common Stock,2012-11-01,2023-05-02,NYSE
ETSY,45,"Etsy, Inc. - Common Stock",2015-05-20,2023-05-31,NASDAQ
AEIS,45,"Advanced Energy Industries, Inc. - Common Stock",2012-10-30,2023-05-03,NASDAQ
AEP,45,"American Electric Power Company, Inc. - Common Stock",2012-10-24,2023-05-04,NYSE
EQIX,45,"Equinix, Inc. - Common Stock",2012-11-02,2023-05-03,NASDAQ
PRIM,45,PRIM,2012-11-06,2023-05-10,NASDAQ
IPG,45,"Interpublic Group of Companies, Inc. (The) Common Stock",2012-10-26,2023-04-27,NYSE
CSIQ,45,Canadian Solar Inc. - Common Shares,2012-11-15,2023-05-18,NASDAQ
ERIC,45,Ericsson - American Depositary Shares each representing 1 underlying Class B share,2012-10-26,2023-05-30,NASDAQ
PAAS,45,PAAS,2012-11-08,2023-05-11,NASDAQ
JWN,45,"Nordstrom, Inc. Common Stock",2012-11-08,2023-05-31,NYSE
OFC,45,Corporate Office Properties Trust Common Stock,2012-10-25,2023-04-28,NYSE
BZH,45,"Beazer Homes USA, Inc. Common Stock",2012-11-12,2023-04-27,NYSE
KAR,45,"KAR Auction Services, Inc Common Stock",2012-11-07,2023-05-03,NYSE
AVA,45,Avista Corporation Common Stock,2012-10-23,2023-05-03,NYSE
OXY,45,Occidental Petroleum Corporation Common Stock,2012-10-25,2023-05-10,NYSE
AHT,45,Ashford Hospitality Trust Inc Common Stock,2012-11-01,2023-05-02,NYSE
MSCI,45,MSCI Inc Common Stock,2012-11-06,2023-04-25,NYSE
UGI,45,UGI Corporation Common Stock,2012-10-17,2023-05-04,NYSE
MYGN,45,"Myriad Genetics, Inc. - Common Stock",2012-11-05,2023-05-03,NASDAQ
ROST,45,"Ross Stores, Inc. - Common Stock",2012-11-15,2023-05-18,NASDAQ
EQR,45,Equity Residential Common Shares of Beneficial Interest,2012-10-25,2023-04-26,NYSE
GT,45,The Goodyear Tire & Rubber Company - Common Stock,2012-10-26,2023-05-06,NASDAQ
ACM,45,AECOM Common Stock,2012-11-13,2023-05-09,NYSE
CG,45,The Carlyle Group Inc. - Common Stock,2013-02-12,2023-05-04,NASDAQ
DRI,45,"Darden Restaurants, Inc. Common Stock",2012-12-20,2023-03-23,NYSE
AON,45,Aon plc Class A Ordinary Shares (UK),2012-10-26,2023-04-28,NYSE
PRO,45,"PROS Holdings, Inc. Common Stock",2013-02-12,2023-05-02,NYSE
ATGFF,45,ATGFF,2013-02-28,2023-04-27,OTC
CIEN,45,Ciena Corporation Common Stock,2012-12-13,2023-06-06,NYSE
CMA,45,Comerica Incorporated Common Stock,2012-10-17,2023-04-20,NYSE
EL,45,"Estee Lauder Companies, Inc. (The) Common Stock",2012-11-01,2023-05-03,NYSE
NR,45,"Newpark Resources, Inc. Common Stock",2012-10-26,2023-05-03,NYSE
HLX,45,"Helix Energy Solutions Group, Inc. Common Stock",2012-10-23,2023-04-25,NYSE
WNC,45,Wabash National Corporation Common Stock,2012-11-01,2023-04-26,NYSE
MPC,44,Marathon Petroleum Corporation Common Stock,2012-11-01,2023-05-02,NYSE
H,44,Hyatt Hotels Corporation Class A Common Stock,2012-10-31,2023-05-04,NYSE
GNRC,44,Generac Holdlings Inc. Common Stock,2012-10-31,2023-05-03,NYSE
CBT,44,Cabot Corporation Common Stock,2012-10-31,2023-05-09,NYSE
DOX,44,Amdocs Limited - Ordinary Shares,2012-11-07,2023-05-10,NASDAQ
ICE,44,Intercontinental Exchange Inc. Common Stock,2012-11-05,2023-05-04,NYSE
EWBC,44,"East West Bancorp, Inc. - Common Stock",2012-10-18,2023-04-20,NASDAQ
VRSN,44,"VeriSign, Inc. - Common Stock",2012-10-25,2023-04-27,NASDAQ
ANIK,44,Anika Therapeutics Inc. - Common Stock,2012-10-31,2023-05-13,NASDAQ
MUR,44,Murphy Oil Corporation Common Stock,2012-11-01,2023-05-03,NYSE
DLTR,44,"Dollar Tree, Inc. - Common Stock",2012-11-15,2023-05-25,NASDAQ
EXC,44,Exelon Corporation - Common Stock,2012-11-01,2023-05-03,NYSE
TRS,44,TriMas Corporation - Common Stock,2013-02-26,2023-04-30,NASDAQ
FISV,44,FISV,2012-10-30,2023-04-25,
CS,44,Credit Suisse Group American Depositary Shares,2012-10-25,2023-02-09,NYSE
GIB,44,"CGI Group, Inc. Common Stock",2012-11-28,2023-04-26,NYSE
MTB,44,M&T Bank Corporation Common Stock,2012-10-17,2023-04-17,NYSE
CNA,44,CNA Financial Corporation Common Stock,2012-10-29,2023-05-01,NYSE
SPH,44,"Suburban Propane Partners, L.P. Common Stock",2012-11-28,2023-05-04,NYSE
ANF,44,Abercrombie & Fitch Company Common Stock,2012-11-14,2023-05-24,NYSE
GIL,44,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",2012-11-29,2023-05-03,NYSE
ECPG,44,Encore Capital Group Inc - Common Stock,2013-02-13,2023-05-03,NASDAQ
ENR,44,"Energizer Holdings, Inc. Common Stock",2012-11-08,2023-05-08,NYSE
PVH,44,PVH Corp. Common Stock,2012-11-28,2023-06-01,NYSE
CE,44,Celanese Corporation Celanese Corporation Series A Common Stock,2012-10-23,2023-05-10,NYSE
TRV,44,"The Travelers Companies, Inc. Common Stock",2012-10-18,2023-04-19,NYSE
AVB,44,"AvalonBay Communities, Inc. Common Stock",2012-10-25,2023-04-27,NYSE
TGH,44,Textainer Group Holdings Limited Common Shares,2012-11-06,2023-05-02,NYSE
MASI,44,Masimo Corporation - Common Stock,2012-11-01,2023-05-09,NASDAQ
HLIT,44,Harmonic Inc. - Common Stock,2012-10-23,2023-05-08,NASDAQ
SNPS,44,"Synopsys, Inc. - Common Stock",2012-12-05,2023-05-17,NASDAQ
RYN,44,Rayonier Inc. REIT Common Stock,2012-10-25,2023-05-04,NYSE
KALU,44,Kaiser Aluminum Corporation - Common Stock,2013-02-20,2023-04-27,NASDAQ
WLK,44,Westlake Chemical Corporation Common Stock,2012-11-08,2023-05-04,NYSE
MNST,44,Monster Beverage Corporation - Common Stock,2012-11-08,2023-05-04,NASDAQ
AAPL,44,Apple Inc. - Common Stock,2012-10-25,2023-05-04,NASDAQ
SMG,44,Scotts Miracle,2012-11-08,2023-05-03,NYSE
SPWR,44,SunPower Corporation - Common Stock,2012-11-01,2023-05-03,NASDAQ
KOS,44,Kosmos Energy Ltd. Common Shares,2012-11-05,2023-05-09,NYSE
BJRI,44,"BJ's Restaurants, Inc. - Common Stock",2012-10-25,2023-04-28,NASDAQ
TDG,44,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,2012-11-16,2023-05-09,NYSE
NG,44,NG,2013-02-12,2023-01-26,NYSE
MSM,44,"MSC Industrial Direct Company, Inc. Common Stock",2012-10-31,2023-04-04,NYSE
PAA,44,"Plains All American Pipeline, L.P. - Common Units representing Limited Partner Interests",2012-11-06,2023-05-05,NYSE
ARWR,44,"Arrowhead Pharmaceuticals, Inc. - Common Stock",2012-12-20,2023-05-02,NASDAQ
MOH,44,Molina Healthcare Inc Common Stock,2012-10-23,2023-04-27,NYSE
MXL,44,"MaxLinear, Inc - Common Stock",2013-02-05,2023-04-26,NYSE
KBH,44,KB Home Common Stock,2012-12-20,2023-03-22,NYSE
WAB,44,Westinghouse Air Brake Technologies Corporation Common Stock,2012-10-23,2023-04-26,NYSE
SQNS,44,"Sequans Communications S.A. American Depositary Shares, each representing one Ordinary Share",2012-10-25,2023-05-03,NYSE
PBA,44,Pembina Pipeline Corp. Ordinary Shares (Canada),2012-11-07,2023-05-05,NYSE
BC,44,Brunswick Corporation Common Stock,2012-10-25,2023-04-28,NYSE
AGO,44,Assured Guaranty Ltd. Common Stock,2012-11-09,2023-05-10,NYSE
PNW,44,Pinnacle West Capital Corporation Common Stock,2012-11-02,2023-05-04,NYSE
PHG,44,Koninklijke Philips N.V. NY Registry Shares,2012-10-22,2023-04-24,NYSE
DENN,44,Denny's Corporation - Common Stock,2012-10-30,2023-05-02,NASDAQ
